source_id,teff_gspphot,logg_gspphot,mh_gspphot
4689630024073556096,5752.217,4.6934,-1.0334
4689630024073561472,5364.1807,4.7646,-1.6919
4689630024073561600,,,
4689630024073561984,,,
4689630024073564928,5709.2515,4.703,-1.0728
4689630024073831168,,,
4689630054129651712,,,
4689630054129653888,,,
4689630054129656320,,,
4689630054129656448,,,
4689630054129658368,,,
4689630054129659648,,,
4689630054129945856,,,
4689630054130062720,,,
4689630054130628608,5568.699,4.6806,-0.7667
4689630054130641280,5384.9937,4.7592,-1.5917
4689630054130642816,5647.799,4.6483,-0.5588
4689630054143485824,5401.159,4.7481,-1.4025
4689630054143488512,5628.8833,4.6819,-0.8697
4689630054143492096,,,
4689630054143506048,,,
4689630054145167488,,,
4689630054152057344,,,
4689630054152057600,,,
4689630054152064768,,,
4689630058424040064,,,
4689630058424041984,,,
4689630058424419072,,,
4689630058424420352,,,
4689630092796530176,,,
4689630058424422656,,,
4689630058424425216,,,
4689630058424543872,,,
4689630058433297536,5757.7266,4.6437,-0.5924
4689630058433305344,,,
4689630058433312640,,,
4689630058433316480,5574.474,4.6728,-1.3973
4689630058433321856,5741.2285,4.6779,-0.8837
4689630058433326848,5709.709,4.6823,-0.9997
4689630058433328000,5387.8916,4.7449,-3.5206
4689630058433331840,5080.293,4.3419,-0.6102
4689630058433501952,,,
4689630058433557376,,,
4689630088489395584,,,
4689630088489397504,,,
4689630088489399808,,,
4689630088489402368,,,
4689630088489407488,,,
4689630088489580288,,,
4689630088490378624,5733.4487,4.6456,-0.854
4689630088490383872,,,
4689630088490385664,5554.801,4.6475,-0.6236
4689630088490387584,5564.4575,4.6656,-0.5952
4689630088490389376,5147.7983,4.7852,-1.4908
4689630088490389504,,,
4689630088490397184,5441.755,4.4657,-0.8234
4689630088503283968,,,
4689630088503292160,,,
4689630088503312000,,,
4689630088504906880,,,
4689630088511797888,,,
4689630088511806080,,,
4689630092783727104,5721.243,4.6641,-0.6772
4689630092784166144,,,
4689630092784334080,,,
4689630092793006720,4456.672,4.4623,0.0926
4689630092793007104,5731.4727,4.6832,-0.8792
4689630092793008768,5562.628,4.2621,-0.0017
4689630092793020160,,,
4689630092793025152,,,
4689630092793027840,,,
4689630092793273216,,,
4689630092793294336,,,
4689630092793310208,,,
4689630092796488704,5707.349,4.6813,-0.8179
4689630122850110976,5610.918,4.6754,-0.7014
4689630122850535168,5254.9653,4.6851,-0.5081
4689630122862837376,,,
4689630122862838400,,,
4689630122862838656,,,
4689630122862839552,,,
4689630122862855168,,,
4689630122862864128,,,
4689630122862867584,,,
4689630122862875776,,,
4689630122862877312,,,
4689630122862881920,,,
4689630122862882176,5471.7476,4.7278,-1.2464
4689630122862887424,,,
4689630122862888448,,,
4689630122868849152,,,
4689630122868849280,,,
4689630122868902400,,,
4689630122868904576,,,
4689630122868905728,,,
4689630122868907264,,,
4689630122871422720,,,
4689630122871424000,,,
4689630122871484928,,,
4689630122871486720,,,
4689630122871487488,,,
4689630122871489792,,,
4689630127143545472,,,
4689630127143557120,,,
4689630127143559808,,,
4689630127143573120,,,
4689630127152839936,,,
4689630127143582976,5485.914,4.6933,-0.7677
4689630127143588480,5491.9253,4.6414,-1.0119
4689630127143591040,,,
4689630127143878272,,,
4689630127143880832,,,
4689630127143882880,,,
4689630127143883648,,,
4689630127143884800,,,
4689630127143885184,,,
4689630127143886336,,,
4689630127143886464,,,
4689630127143962752,,,
4689630127143994624,,,
4689630127152817920,5659.1055,4.6019,-1.0101
